round,avg_reward,avg_exam,avg_view,avg_like,global_ctr,global_lr,global_awt,w0_cos,w1_fresh,w2_lr,w3_ctr,w4_awt,w5_social
1,5.422003,0.293750,0.115625,0.053125,0.104882,0.052903,0.013116,0.166638,0.166953,0.166602,0.166602,0.166602,0.166602
2,7.781489,0.281250,0.156250,0.087500,0.110423,0.056845,0.022449,0.166511,0.167315,0.166470,0.166497,0.166523,0.166684
3,8.323638,0.300000,0.171875,0.087500,0.115204,0.059919,0.031091,0.166287,0.167642,0.166327,0.166395,0.166467,0.166882
4,8.831761,0.334375,0.178125,0.100000,0.119015,0.062953,0.039458,0.165981,0.167941,0.166177,0.166307,0.166449,0.167145
5,8.681548,0.278125,0.175000,0.100000,0.122089,0.065398,0.047374,0.165628,0.168195,0.166048,0.166218,0.166456,0.167455
6,9.114730,0.315625,0.178125,0.106250,0.124310,0.067476,0.052448,0.165210,0.168435,0.165890,0.166159,0.166492,0.167815
7,8.410031,0.300000,0.159375,0.100000,0.125473,0.069125,0.056923,0.164793,0.168619,0.165759,0.166100,0.166564,0.168165
8,10.443923,0.318750,0.196875,0.128125,0.128191,0.071864,0.062484,0.164262,0.168865,0.165576,0.165994,0.166744,0.168558
9,7.991930,0.293750,0.165625,0.081250,0.129236,0.072016,0.066753,0.163800,0.168999,0.165468,0.165918,0.166894,0.168921
10,8.121251,0.293750,0.159375,0.090625,0.130164,0.072635,0.072125,0.163341,0.169122,0.165350,0.165840,0.167071,0.169277
11,7.909084,0.293750,0.150000,0.093750,0.130037,0.073082,0.074548,0.162824,0.169209,0.165251,0.165767,0.167277,0.169672
12,6.897029,0.293750,0.131250,0.081250,0.129778,0.073596,0.078340,0.162411,0.169288,0.165166,0.165688,0.167464,0.169984
13,10.797116,0.334375,0.200000,0.140625,0.131512,0.075819,0.081473,0.161739,0.169418,0.165014,0.165558,0.167819,0.170453
14,8.682544,0.253125,0.168750,0.100000,0.132425,0.076160,0.085706,0.161145,0.169481,0.164919,0.165465,0.168110,0.170880
15,8.706369,0.293750,0.159375,0.106250,0.132866,0.077055,0.090149,0.160575,0.169569,0.164789,0.165362,0.168432,0.171273
16,7.966436,0.300000,0.150000,0.100000,0.132853,0.077607,0.093360,0.160037,0.169620,0.164701,0.165269,0.168728,0.171646
17,9.135739,0.293750,0.171875,0.112500,0.133563,0.078386,0.096583,0.159414,0.169676,0.164586,0.165137,0.169124,0.172063
18,10.154755,0.312500,0.181250,0.134375,0.134380,0.079702,0.100073,0.158713,0.169731,0.164452,0.164997,0.169577,0.172531
19,8.298702,0.300000,0.165625,0.084375,0.134648,0.079209,0.101781,0.158114,0.169770,0.164348,0.164866,0.169988,0.172913
20,9.956565,0.284375,0.184375,0.121875,0.135629,0.080108,0.103543,0.157412,0.169818,0.164200,0.164712,0.170494,0.173363
21,9.550255,0.293750,0.187500,0.109375,0.136600,0.080339,0.105159,0.156734,0.169853,0.164074,0.164571,0.170969,0.173800
22,8.907598,0.300000,0.171875,0.106250,0.136769,0.080639,0.106533,0.156063,0.169870,0.163966,0.164448,0.171433,0.174219
23,8.903814,0.284375,0.168750,0.109375,0.136910,0.080936,0.107234,0.155377,0.169886,0.163847,0.164325,0.171921,0.174645
24,8.651437,0.278125,0.153125,0.115625,0.136548,0.081391,0.107540,0.154696,0.169871,0.163752,0.164219,0.172386,0.175077
25,8.811665,0.306250,0.165625,0.106250,0.136390,0.081488,0.110201,0.153999,0.169876,0.163654,0.164101,0.172863,0.175506
26,9.853781,0.303125,0.178125,0.128125,0.137160,0.082644,0.111415,0.153291,0.169908,0.163515,0.163950,0.173395,0.175940
27,9.382046,0.303125,0.178125,0.112500,0.137374,0.083014,0.112713,0.152590,0.169921,0.163391,0.163799,0.173925,0.176374
28,7.775635,0.281250,0.140625,0.096875,0.136974,0.083255,0.114868,0.152018,0.169940,0.163274,0.163667,0.174384,0.176716
29,10.559278,0.303125,0.184375,0.143750,0.137133,0.084168,0.113722,0.151166,0.169925,0.163147,0.163498,0.175025,0.177240
30,8.307616,0.259375,0.153125,0.106250,0.136933,0.084048,0.112238,0.150464,0.169913,0.163056,0.163370,0.175540,0.177656
31,7.946031,0.281250,0.162500,0.081250,0.136842,0.082952,0.111323,0.149797,0.169895,0.162965,0.163243,0.176049,0.178050
32,9.395035,0.328125,0.181250,0.112500,0.137036,0.083298,0.111408,0.149068,0.169901,0.162832,0.163092,0.176634,0.178474
33,7.642660,0.278125,0.153125,0.084375,0.136748,0.082512,0.109920,0.148452,0.169888,0.162737,0.162986,0.177080,0.178858
34,8.435044,0.315625,0.159375,0.103125,0.136217,0.082429,0.110996,0.147766,0.169863,0.162631,0.162870,0.177592,0.179278
35,8.167766,0.293750,0.159375,0.096875,0.136238,0.082458,0.110332,0.147133,0.169862,0.162510,0.162743,0.178096,0.179656
36,7.196020,0.271875,0.143750,0.078125,0.135747,0.081371,0.110176,0.146525,0.169835,0.162425,0.162649,0.178532,0.180033
37,8.233361,0.271875,0.159375,0.093750,0.135811,0.081166,0.111056,0.145872,0.169824,0.162306,0.162522,0.179042,0.180433
38,7.607043,0.296875,0.153125,0.081250,0.135814,0.080565,0.112353,0.145291,0.169828,0.162185,0.162406,0.179505,0.180785
39,7.613509,0.281250,0.146875,0.087500,0.135484,0.080237,0.111276,0.144672,0.169816,0.162074,0.162289,0.179990,0.181158
40,8.636829,0.262500,0.156250,0.112500,0.135519,0.080727,0.110799,0.143983,0.169805,0.161940,0.162146,0.180548,0.181578
41,8.045428,0.300000,0.162500,0.087500,0.135794,0.080616,0.112271,0.143364,0.169825,0.161805,0.162011,0.181063,0.181933
42,8.915830,0.290625,0.162500,0.115625,0.136035,0.081485,0.112307,0.142706,0.169843,0.161654,0.161865,0.181605,0.182327
43,9.709787,0.303125,0.184375,0.118750,0.136930,0.082447,0.113581,0.141992,0.169873,0.161493,0.161702,0.182198,0.182742
44,6.473951,0.281250,0.125000,0.075000,0.135477,0.081529,0.111912,0.141437,0.169836,0.161413,0.161605,0.182618,0.183090
45,10.321573,0.287500,0.187500,0.131250,0.136392,0.082495,0.113310,0.140648,0.169848,0.161238,0.161422,0.183283,0.183560
46,11.123900,0.343750,0.200000,0.143750,0.137085,0.083651,0.113636,0.139784,0.169851,0.161061,0.161236,0.183996,0.184072
47,7.497336,0.303125,0.150000,0.084375,0.136669,0.083223,0.114494,0.139219,0.169841,0.160951,0.161120,0.184448,0.184421
48,8.325538,0.256250,0.162500,0.093750,0.136768,0.082662,0.113712,0.138553,0.169815,0.160831,0.160991,0.184974,0.184836
49,7.344605,0.246875,0.137500,0.090625,0.136518,0.082285,0.113547,0.137987,0.169790,0.160727,0.160882,0.185423,0.185192
50,10.036616,0.303125,0.200000,0.112500,0.137852,0.082523,0.113731,0.137230,0.169808,0.160560,0.160711,0.186060,0.185630
