round,avg_reward,avg_exam,avg_view,avg_like,global_ctr,global_lr,global_awt,w0_cos,w1_fresh,w2_lr,w3_ctr,w4_awt,w5_social
1,5.137290,0.296875,0.150000,0.087500,0.106731,0.054769,0.014518,0.166421,0.168332,0.166312,0.166312,0.166312,0.166312
2,4.471206,0.296875,0.131250,0.075000,0.110393,0.057818,0.023722,0.165684,0.169873,0.165781,0.165901,0.165814,0.166947
3,4.873144,0.312500,0.137500,0.084375,0.113025,0.060575,0.031508,0.164423,0.171516,0.165134,0.165436,0.165261,0.168229
4,4.176950,0.259375,0.121875,0.062500,0.114997,0.062022,0.040681,0.163243,0.172719,0.164585,0.165046,0.164922,0.169485
5,7.103606,0.315625,0.200000,0.118750,0.119422,0.065013,0.049213,0.160696,0.174689,0.163572,0.164445,0.164726,0.171872
6,5.229060,0.312500,0.159375,0.078125,0.121714,0.066266,0.056327,0.158462,0.175967,0.162996,0.164016,0.164822,0.173738
7,6.442959,0.318750,0.190625,0.106250,0.124659,0.068335,0.063124,0.155582,0.177478,0.162235,0.163397,0.165192,0.176116
8,6.197863,0.312500,0.181250,0.096875,0.126672,0.069690,0.069430,0.152378,0.178739,0.161638,0.162876,0.165580,0.178788
9,6.380274,0.290625,0.175000,0.118750,0.128431,0.071770,0.074196,0.148815,0.179998,0.160957,0.162393,0.166270,0.181566
10,5.193058,0.284375,0.146875,0.084375,0.128856,0.072170,0.077455,0.145315,0.180883,0.160676,0.162062,0.166809,0.184255
11,4.632877,0.250000,0.128125,0.078125,0.128685,0.072408,0.079320,0.141983,0.181649,0.160374,0.161729,0.167474,0.186791
12,5.487872,0.318750,0.159375,0.087500,0.129230,0.072875,0.084363,0.138207,0.182414,0.159990,0.161212,0.168630,0.189548
13,5.766523,0.287500,0.162500,0.096875,0.130319,0.073505,0.087402,0.134223,0.183121,0.159566,0.160680,0.169936,0.192473
14,6.388654,0.303125,0.184375,0.106250,0.131786,0.074362,0.090532,0.129627,0.183749,0.159281,0.160094,0.171495,0.195753
15,5.723494,0.300000,0.159375,0.100000,0.132203,0.075014,0.092875,0.125215,0.184197,0.159162,0.159417,0.173151,0.198858
16,5.766460,0.325000,0.165625,0.093750,0.132711,0.075705,0.095490,0.121137,0.184613,0.158936,0.158789,0.174927,0.201598
17,7.018847,0.296875,0.200000,0.118750,0.134598,0.076729,0.098690,0.116275,0.185065,0.158681,0.157975,0.176892,0.205112
18,5.825466,0.287500,0.171875,0.093750,0.135232,0.076982,0.101053,0.111728,0.185333,0.158602,0.157303,0.178861,0.208173
19,5.676908,0.284375,0.159375,0.100000,0.135233,0.077423,0.103347,0.106958,0.185651,0.158560,0.156744,0.180682,0.211405
20,4.450425,0.284375,0.140625,0.059375,0.134572,0.076615,0.104695,0.103262,0.185804,0.158419,0.156388,0.182259,0.213869
21,4.805461,0.271875,0.131250,0.087500,0.134273,0.077055,0.107043,0.099693,0.186117,0.157984,0.155829,0.184241,0.216137
