round,avg_reward,avg_exam,avg_view,avg_like,global_ctr,global_lr,global_awt,w0_cos,w1_fresh,w2_lr,w3_ctr,w4_awt,w5_social
1,9.107000,0.325000,0.193750,0.096875,0.109310,0.055220,0.016609,0.166589,0.169140,0.166068,0.166068,0.166068,0.166068
2,6.109665,0.296875,0.140625,0.059375,0.113494,0.057489,0.029797,0.166058,0.170756,0.165599,0.165737,0.165691,0.166159
3,5.872907,0.246875,0.115625,0.065625,0.115544,0.059568,0.036444,0.165201,0.172300,0.165116,0.165394,0.165359,0.166631
4,5.904023,0.240625,0.109375,0.068750,0.116829,0.061345,0.044283,0.163714,0.173723,0.164808,0.165111,0.165192,0.167452
5,8.641661,0.296875,0.162500,0.100000,0.119810,0.064206,0.053964,0.161435,0.175561,0.164370,0.164695,0.165333,0.168606
6,6.224248,0.300000,0.128125,0.065625,0.120867,0.065282,0.059892,0.159571,0.176745,0.164113,0.164395,0.165649,0.169528
7,6.857556,0.271875,0.131250,0.075000,0.122099,0.066718,0.066059,0.157518,0.177949,0.163660,0.164032,0.166316,0.170525
8,6.377721,0.287500,0.131250,0.068750,0.123011,0.067534,0.072059,0.155215,0.178907,0.163328,0.163741,0.167107,0.171703
9,10.237523,0.309375,0.184375,0.118750,0.125410,0.069780,0.077735,0.151071,0.180277,0.162872,0.163222,0.168691,0.173867
10,6.397924,0.303125,0.134375,0.068750,0.125734,0.070116,0.080760,0.148134,0.180917,0.162820,0.163018,0.169721,0.175390
11,8.550371,0.325000,0.171875,0.093750,0.127065,0.071229,0.081847,0.144409,0.181760,0.162451,0.162533,0.171668,0.177178
12,8.801885,0.306250,0.171875,0.096875,0.128503,0.072155,0.084726,0.139842,0.182395,0.162321,0.162167,0.173870,0.179405
13,9.608561,0.300000,0.165625,0.115625,0.129255,0.073632,0.087142,0.134548,0.182825,0.162217,0.161830,0.176540,0.182040
14,11.180416,0.321875,0.206250,0.128125,0.131145,0.075199,0.091083,0.128256,0.183242,0.162186,0.161383,0.179914,0.185019
15,9.645991,0.268750,0.171875,0.112500,0.132033,0.076232,0.094262,0.122453,0.183315,0.162286,0.161166,0.183050,0.187730
16,6.179296,0.271875,0.115625,0.068750,0.131170,0.075911,0.094622,0.118245,0.183092,0.162547,0.161162,0.185243,0.189712
17,7.617872,0.284375,0.140625,0.087500,0.131135,0.076384,0.096122,0.113476,0.182959,0.162706,0.160892,0.188157,0.191810
18,8.153757,0.287500,0.156250,0.090625,0.131476,0.076714,0.097424,0.108213,0.182790,0.162743,0.160577,0.191611,0.194066
19,8.003953,0.300000,0.159375,0.087500,0.132000,0.076934,0.099461,0.103374,0.182730,0.162579,0.160304,0.194823,0.196191
20,8.282246,0.309375,0.162500,0.090625,0.132543,0.077150,0.101195,0.098162,0.182427,0.162466,0.159917,0.198618,0.198410
21,7.646477,0.281250,0.150000,0.084375,0.132858,0.077169,0.101791,0.093034,0.182011,0.162442,0.159564,0.202392,0.200558
22,7.645576,0.268750,0.146875,0.084375,0.132906,0.076920,0.104144,0.087440,0.181408,0.162553,0.159330,0.206072,0.203197
23,8.230714,0.281250,0.140625,0.096875,0.132708,0.077586,0.106467,0.081857,0.180787,0.162691,0.158988,0.209994,0.205682
24,7.939602,0.309375,0.156250,0.087500,0.132994,0.077598,0.108219,0.076223,0.180276,0.162832,0.158758,0.213704,0.208206
25,6.703834,0.275000,0.137500,0.071875,0.132885,0.077217,0.107857,0.071505,0.179814,0.162950,0.158613,0.216765,0.210353
26,9.380373,0.287500,0.165625,0.112500,0.133202,0.077720,0.106977,0.064242,0.178771,0.163301,0.158337,0.221645,0.213704
