round,avg_reward,avg_exam,avg_view,avg_like,global_ctr,global_lr,global_awt,w0_cos,w1_fresh,w2_lr,w3_ctr,w4_awt,w5_social
1,7.425245,0.287500,0.153125,0.078125,0.107453,0.054357,0.021629,0.167030,0.166991,0.166495,0.166495,0.166495,0.166495
2,8.167006,0.290625,0.146875,0.093750,0.112549,0.058689,0.031066,0.166435,0.166733,0.166814,0.166423,0.166640,0.166955
3,8.384756,0.290625,0.143750,0.100000,0.115824,0.062367,0.040306,0.165544,0.166346,0.167016,0.166702,0.167044,0.167348
4,7.475310,0.287500,0.146875,0.081250,0.118849,0.064452,0.048878,0.164504,0.166125,0.167236,0.166930,0.167453,0.167752
5,7.816166,0.290625,0.159375,0.081250,0.121319,0.065733,0.055417,0.163318,0.165773,0.167644,0.167163,0.167899,0.168203
6,8.429409,0.303125,0.156250,0.096875,0.123458,0.067944,0.062337,0.162305,0.165460,0.167927,0.167338,0.168392,0.168578
7,8.186090,0.268750,0.150000,0.093750,0.125135,0.069528,0.068123,0.161233,0.165157,0.168233,0.167591,0.168821,0.168966
8,10.255787,0.290625,0.175000,0.121875,0.127121,0.071790,0.073403,0.159857,0.164766,0.168629,0.167937,0.169346,0.169465
9,8.935587,0.309375,0.168750,0.100000,0.128450,0.072859,0.079532,0.158730,0.164410,0.168959,0.168255,0.169754,0.169893
10,8.248003,0.275000,0.159375,0.090625,0.129557,0.073374,0.083353,0.157657,0.164115,0.169265,0.168555,0.170120,0.170288
11,9.366321,0.259375,0.178125,0.103125,0.130978,0.074357,0.086706,0.156231,0.163878,0.169539,0.168889,0.170705,0.170757
12,8.911325,0.290625,0.181250,0.090625,0.132391,0.075087,0.092622,0.155336,0.163616,0.169676,0.169044,0.171225,0.171103
13,7.763659,0.309375,0.143750,0.087500,0.132556,0.075839,0.094882,0.154500,0.163355,0.169812,0.169201,0.171705,0.171427
14,10.069011,0.281250,0.175000,0.118750,0.133581,0.077115,0.098180,0.152999,0.162998,0.170184,0.169537,0.172348,0.171934
15,7.453729,0.275000,0.146875,0.081250,0.133686,0.077121,0.099271,0.152128,0.162665,0.170410,0.169735,0.172798,0.172264
16,8.015592,0.309375,0.146875,0.090625,0.133460,0.077261,0.100448,0.150927,0.162348,0.170751,0.170020,0.173296,0.172658
17,7.791431,0.271875,0.140625,0.087500,0.133164,0.077178,0.102184,0.149915,0.161963,0.171066,0.170293,0.173742,0.173021
18,9.537232,0.268750,0.175000,0.106250,0.134158,0.077853,0.103711,0.148546,0.161618,0.171366,0.170587,0.174415,0.173468
19,8.579007,0.306250,0.162500,0.093750,0.134362,0.077840,0.104748,0.147373,0.161212,0.171682,0.170902,0.174966,0.173865
20,7.348400,0.318750,0.143750,0.081250,0.134371,0.078058,0.105546,0.146509,0.161007,0.171818,0.171089,0.175433,0.174144
21,7.965448,0.271875,0.153125,0.087500,0.134658,0.078116,0.108180,0.145380,0.160757,0.172063,0.171368,0.175926,0.174505
22,10.067385,0.293750,0.181250,0.115625,0.135355,0.078825,0.110282,0.143920,0.160404,0.172391,0.171742,0.176560,0.174982
23,9.471002,0.306250,0.162500,0.112500,0.135617,0.079593,0.112477,0.142734,0.160051,0.172624,0.172052,0.177142,0.175397
24,7.840844,0.284375,0.162500,0.081250,0.135696,0.078748,0.112306,0.141519,0.159693,0.172967,0.172406,0.177606,0.175809
25,8.621723,0.293750,0.175000,0.090625,0.136124,0.078572,0.113381,0.140299,0.159356,0.173224,0.172750,0.178140,0.176231
26,10.485666,0.340625,0.181250,0.121875,0.136137,0.079343,0.113685,0.138835,0.158959,0.173536,0.173134,0.178800,0.176736
27,9.038380,0.268750,0.168750,0.103125,0.136730,0.079678,0.112278,0.137572,0.158620,0.173770,0.173439,0.179428,0.177171
28,8.381923,0.318750,0.159375,0.093750,0.136665,0.079718,0.113846,0.136385,0.158295,0.174015,0.173768,0.179969,0.177568
29,10.397939,0.300000,0.178125,0.125000,0.137496,0.081101,0.114013,0.135134,0.158004,0.174145,0.174068,0.180664,0.177985
30,10.251061,0.337500,0.200000,0.112500,0.138122,0.081111,0.113918,0.133558,0.157618,0.174476,0.174489,0.181379,0.178479
31,10.655862,0.265625,0.184375,0.125000,0.138348,0.081502,0.114613,0.131821,0.157136,0.174970,0.175014,0.182008,0.179051
32,7.428280,0.293750,0.153125,0.078125,0.137943,0.080727,0.113346,0.130896,0.156757,0.175225,0.175281,0.182460,0.179382
33,7.137182,0.290625,0.140625,0.075000,0.137290,0.080338,0.113132,0.130184,0.156458,0.175331,0.175495,0.182872,0.179660
34,10.043864,0.337500,0.200000,0.106250,0.137999,0.080574,0.113000,0.128897,0.156082,0.175544,0.175876,0.183505,0.180097
35,9.939935,0.296875,0.184375,0.109375,0.138313,0.080706,0.115139,0.127453,0.155728,0.175883,0.176291,0.184076,0.180569
36,7.675124,0.293750,0.159375,0.081250,0.138201,0.080056,0.114016,0.126410,0.155409,0.176153,0.176602,0.184490,0.180936
37,7.429588,0.290625,0.137500,0.084375,0.137312,0.079906,0.114199,0.125349,0.155109,0.176411,0.176891,0.184937,0.181304
38,10.919108,0.312500,0.203125,0.121875,0.138128,0.080652,0.115574,0.123755,0.154763,0.176741,0.177303,0.185614,0.181824
39,7.161201,0.262500,0.134375,0.078125,0.137646,0.080176,0.115244,0.122574,0.154540,0.177013,0.177605,0.186078,0.182189
40,8.826671,0.309375,0.171875,0.096875,0.137669,0.080050,0.113774,0.121288,0.154213,0.177325,0.177956,0.186596,0.182622
41,7.870012,0.284375,0.162500,0.081250,0.137552,0.079511,0.114582,0.120104,0.153903,0.177633,0.178287,0.187048,0.183026
42,10.111902,0.303125,0.181250,0.115625,0.137844,0.079772,0.113819,0.118659,0.153439,0.178046,0.178691,0.187634,0.183531
43,10.057723,0.287500,0.181250,0.115625,0.138313,0.080492,0.113709,0.117251,0.153055,0.178382,0.179066,0.188235,0.184010
44,7.594674,0.256250,0.140625,0.084375,0.137810,0.080105,0.114065,0.116056,0.152741,0.178687,0.179380,0.188742,0.184394
45,8.233604,0.296875,0.168750,0.084375,0.137604,0.079318,0.114537,0.114707,0.152345,0.179100,0.179788,0.189218,0.184843
46,8.609152,0.250000,0.150000,0.100000,0.137266,0.079322,0.113373,0.113395,0.151937,0.179501,0.180231,0.189646,0.185289
47,8.600382,0.300000,0.162500,0.093750,0.137013,0.079316,0.114713,0.112334,0.151536,0.179790,0.180589,0.190064,0.185686
48,8.695130,0.300000,0.137500,0.106250,0.135692,0.079538,0.112096,0.110937,0.151149,0.180181,0.181051,0.190539,0.186144
49,9.640093,0.312500,0.184375,0.106250,0.136590,0.079959,0.113327,0.109768,0.150832,0.180396,0.181359,0.191069,0.186576
50,7.970553,0.290625,0.159375,0.084375,0.136537,0.079595,0.113766,0.108613,0.150497,0.180660,0.181701,0.191553,0.186977
51,9.838121,0.340625,0.181250,0.112500,0.136567,0.080002,0.114352,0.106890,0.150234,0.181076,0.182104,0.192184,0.187511
52,9.481565,0.296875,0.165625,0.112500,0.136594,0.080478,0.114292,0.105490,0.149867,0.181423,0.182472,0.192747,0.188000
53,9.871988,0.312500,0.178125,0.115625,0.136917,0.081074,0.113701,0.104079,0.149512,0.181751,0.182845,0.193325,0.188488
54,8.268435,0.318750,0.156250,0.090625,0.136258,0.080766,0.111349,0.102841,0.149205,0.182026,0.183150,0.193879,0.188899
55,7.339479,0.262500,0.143750,0.078125,0.135814,0.079990,0.110867,0.101554,0.148901,0.182372,0.183498,0.194359,0.189317
56,11.809541,0.325000,0.196875,0.143750,0.136821,0.081619,0.110829,0.099842,0.148539,0.182682,0.183877,0.195173,0.189886
57,7.698127,0.278125,0.146875,0.084375,0.136360,0.080937,0.111176,0.098480,0.148237,0.183060,0.184241,0.195669,0.190313
58,8.051292,0.281250,0.156250,0.087500,0.136176,0.080691,0.111866,0.097371,0.147920,0.183333,0.184531,0.196152,0.190692
59,9.127025,0.281250,0.153125,0.109375,0.135768,0.081018,0.110736,0.096033,0.147506,0.183695,0.184881,0.196729,0.191156
60,8.913208,0.262500,0.150000,0.106250,0.135558,0.081092,0.111182,0.094628,0.147101,0.184101,0.185273,0.197277,0.191620
61,8.891199,0.300000,0.165625,0.100000,0.135551,0.080799,0.109477,0.093220,0.146696,0.184472,0.185632,0.197899,0.192082
62,8.801744,0.278125,0.165625,0.096875,0.135752,0.080639,0.108983,0.091994,0.146274,0.184849,0.185996,0.198364,0.192524
63,10.201143,0.300000,0.190625,0.109375,0.136297,0.080633,0.109333,0.090417,0.145863,0.185257,0.186362,0.199059,0.193041
64,9.479045,0.309375,0.171875,0.109375,0.136750,0.080909,0.110341,0.088923,0.145575,0.185594,0.186711,0.199686,0.193512
65,8.420433,0.281250,0.156250,0.093750,0.136533,0.080582,0.110983,0.087654,0.145191,0.185983,0.187095,0.200122,0.193955
66,8.243088,0.296875,0.162500,0.090625,0.136682,0.080531,0.111933,0.086463,0.144909,0.186271,0.187430,0.200556,0.194371
67,7.812750,0.306250,0.156250,0.081250,0.136478,0.079970,0.113529,0.085309,0.144640,0.186553,0.187777,0.200946,0.194776
