round,image_id,category,ctr,lr,awt,social_proof,own_query_score
126,6,0,0.100000,0.050000,0.000000,0.000000,0.162298
126,7,0,0.100000,0.050000,0.000000,0.000000,0.099367
126,8,0,0.100000,0.050000,0.000000,0.000000,0.135242
126,9,0,0.349685,0.243421,0.683968,0.514143,0.443922
126,10,1,0.100000,0.050000,0.000000,0.000000,0.083085
126,11,1,0.100000,0.050000,0.000000,0.000000,0.140541
126,12,1,0.100000,0.050000,0.000000,0.000000,0.098689
126,13,1,0.100000,0.050000,0.000000,0.000000,0.101624
126,14,1,0.100000,0.050000,0.000000,0.000000,0.126321
126,15,1,0.100000,0.050000,0.000000,0.000000,0.120284
126,16,1,0.100000,0.050000,0.000000,0.000000,0.073737
126,17,1,0.100000,0.050000,0.000000,0.000001,0.158782
126,18,1,0.100000,0.050000,0.000000,0.000000,0.095863
126,19,1,0.548528,0.526747,0.745192,0.762750,0.575702
126,20,2,0.100000,0.050000,0.000000,0.000000,0.105852
126,21,2,0.332660,0.280442,0.742297,0.517233,0.419535
126,22,2,0.600147,0.679367,0.869459,0.842608,0.631399
126,23,2,0.100000,0.050000,0.000000,0.000000,0.144189
126,24,2,0.100000,0.050000,0.000000,0.000000,0.118688
126,25,2,0.100000,0.050000,0.000000,0.000000,0.106762
126,26,2,0.100000,0.050000,0.000000,0.000000,0.110627
126,27,2,0.351274,0.301172,0.739079,0.539807,0.441588
126,28,2,0.100000,0.050000,0.000000,0.000000,0.089833
126,29,2,0.100000,0.050000,0.000000,0.000000,0.140192
126,30,3,0.100000,0.050000,0.000000,0.000000,0.136008
126,31,3,0.100000,0.050000,0.000000,0.000000,0.097262
126,32,3,0.100000,0.050000,0.000000,0.000000,0.085670
126,33,3,0.100000,0.050000,0.000000,0.000000,0.162354
126,34,3,0.100000,0.050000,0.000000,0.000000,0.105700
126,35,3,0.533895,0.515780,0.773001,0.738175,0.573912
126,36,3,0.341882,0.303780,0.728878,0.550035,0.462699
126,37,3,0.100000,0.050000,0.000000,0.000000,0.152207
126,38,3,0.100000,0.050000,0.000000,0.000000,0.125878
126,39,3,0.100000,0.050000,0.000000,0.000000,0.091609
126,40,4,0.100000,0.050000,0.000000,0.000000,0.123721
126,41,4,0.100000,0.050000,0.000000,0.000000,0.099749
126,42,4,0.354601,0.272988,0.719155,0.534641,0.461786
126,43,4,0.228062,0.136453,0.519407,0.364989,0.349413
126,44,4,0.100000,0.050000,0.000000,0.000000,0.130400
126,45,4,0.100000,0.050000,0.000000,0.000000,0.162319
126,46,4,0.100000,0.050000,0.000000,0.000000,0.092704
126,47,4,0.100000,0.050000,0.000000,0.000000,0.092545
126,48,4,0.100000,0.050000,0.000000,0.000000,0.068266
126,49,4,0.100000,0.050000,0.000000,0.000000,0.126687
127,0,0,0.100000,0.050000,0.000000,0.000000,0.163332
127,1,0,0.100000,0.050000,0.000000,0.000000,0.122866
127,2,0,0.100000,0.050000,0.000000,0.000000,0.092855
127,3,0,0.100000,0.050000,0.000002,0.000003,0.141730
127,4,0,0.100000,0.050000,0.000000,0.000000,0.158709
127,5,0,0.404667,0.308240,0.665052,0.577847,0.474514
127,6,0,0.100000,0.050000,0.000000,0.000000,0.162109
127,7,0,0.100000,0.050000,0.000000,0.000000,0.099278
127,8,0,0.100000,0.050000,0.000000,0.000000,0.135092
127,9,0,0.348239,0.236265,0.683358,0.508490,0.441381
127,10,1,0.100000,0.050000,0.000000,0.000000,0.083018
127,11,1,0.100000,0.050000,0.000000,0.000000,0.140383
127,12,1,0.100000,0.050000,0.000000,0.000000,0.098596
127,13,1,0.100000,0.050000,0.000000,0.000000,0.101531
127,14,1,0.100000,0.050000,0.000000,0.000000,0.126184
127,15,1,0.100000,0.050000,0.000000,0.000000,0.120156
127,16,1,0.100000,0.050000,0.000000,0.000000,0.073687
127,17,1,0.100000,0.050000,0.000000,0.000001,0.158593
127,18,1,0.100000,0.050000,0.000000,0.000000,0.095779
127,19,1,0.536045,0.522943,0.745997,0.759399,0.572522
127,20,2,0.100000,0.050000,0.000000,0.000000,0.105761
127,21,2,0.339773,0.276894,0.743587,0.519850,0.420794
127,22,2,0.602775,0.682113,0.871525,0.843347,0.632730
127,23,2,0.100000,0.050000,0.000000,0.000000,0.144017
127,24,2,0.100000,0.050000,0.000000,0.000000,0.118576
127,25,2,0.100000,0.050000,0.000000,0.000000,0.106669
127,26,2,0.100000,0.050000,0.000000,0.000000,0.110529
127,27,2,0.334483,0.298532,0.749404,0.534289,0.439159
127,28,2,0.100000,0.050000,0.000000,0.000000,0.089758
127,29,2,0.100000,0.050000,0.000000,0.000000,0.140016
127,30,3,0.100000,0.050000,0.000000,0.000000,0.135842
127,31,3,0.100000,0.050000,0.000000,0.000000,0.097165
127,32,3,0.100000,0.050000,0.000000,0.000000,0.085588
127,33,3,0.100000,0.050000,0.000000,0.000000,0.162154
127,34,3,0.100000,0.050000,0.000000,0.000000,0.105596
127,35,3,0.535482,0.523949,0.776668,0.740385,0.576421
127,36,3,0.348467,0.315858,0.733667,0.556966,0.467632
127,37,3,0.100000,0.050000,0.000000,0.000000,0.152020
127,38,3,0.100000,0.050000,0.000000,0.000000,0.125736
127,39,3,0.100000,0.050000,0.000000,0.000000,0.091528
127,40,4,0.100000,0.050000,0.000000,0.000000,0.123591
127,41,4,0.100000,0.050000,0.000000,0.000000,0.099658
127,42,4,0.341568,0.271019,0.716476,0.530080,0.457972
127,43,4,0.236643,0.133229,0.522901,0.365537,0.350899
127,44,4,0.100000,0.050000,0.000000,0.000000,0.130255
127,45,4,0.100000,0.050000,0.000000,0.000000,0.162116
127,46,4,0.100000,0.050000,0.000000,0.000000,0.092618
127,47,4,0.100000,0.050000,0.000000,0.000000,0.092461
127,48,4,0.100000,0.050000,0.000000,0.000000,0.068227
127,49,4,0.100000,0.050000,0.000000,0.000000,0.126552
128,0,0,0.100000,0.050000,0.000000,0.000000,0.163134
128,1,0,0.100000,0.050000,0.000000,0.000000,0.122737
128,2,0,0.100000,0.050000,0.000000,0.000000,0.092777
128,3,0,0.100000,0.050000,0.000002,0.000002,0.141566
128,4,0,0.100000,0.050000,0.000000,0.000000,0.158519
128,5,0,0.405856,0.311656,0.663424,0.579471,0.475165
128,6,0,0.100000,0.050000,0.000000,0.000000,0.161916
128,7,0,0.100000,0.050000,0.000000,0.000000,0.099187
128,8,0,0.100000,0.050000,0.000000,0.000000,0.134939
128,9,0,0.346706,0.234522,0.680003,0.507398,0.439996
128,10,1,0.100000,0.050000,0.000000,0.000000,0.082950
128,11,1,0.100000,0.050000,0.000000,0.000000,0.140221
128,12,1,0.100000,0.050000,0.000000,0.000000,0.098500
128,13,1,0.100000,0.050000,0.000000,0.000000,0.101436
128,14,1,0.100000,0.050000,0.000000,0.000000,0.126045
128,15,1,0.100000,0.050000,0.000000,0.000000,0.120026
128,16,1,0.100000,0.050000,0.000000,0.000000,0.073637
128,17,1,0.100000,0.050000,0.000000,0.000001,0.158401
128,18,1,0.100000,0.050000,0.000000,0.000000,0.095692
128,19,1,0.536773,0.530893,0.745642,0.761213,0.574107
128,20,2,0.100000,0.050000,0.000000,0.000000,0.105669
128,21,2,0.342643,0.283796,0.748643,0.524037,0.423934
128,22,2,0.596555,0.675139,0.872002,0.840673,0.630176
128,23,2,0.100000,0.050000,0.000000,0.000000,0.143842
128,24,2,0.100000,0.050000,0.000000,0.000000,0.118461
128,25,2,0.100000,0.050000,0.000000,0.000000,0.106574
128,26,2,0.100000,0.050000,0.000000,0.000000,0.110430
128,27,2,0.345978,0.293056,0.749898,0.535042,0.440376
128,28,2,0.100000,0.050000,0.000000,0.000000,0.089681
128,29,2,0.100000,0.050000,0.000000,0.000000,0.139837
128,30,3,0.100000,0.050000,0.000000,0.000000,0.135673
128,31,3,0.100000,0.050000,0.000000,0.000000,0.097065
128,32,3,0.100000,0.050000,0.000000,0.000000,0.085504
128,33,3,0.100000,0.050000,0.000000,0.000000,0.161949
128,34,3,0.100000,0.050000,0.000000,0.000000,0.105489
128,35,3,0.543250,0.527327,0.769506,0.745971,0.577916
128,36,3,0.351284,0.297055,0.728015,0.550327,0.462905
128,37,3,0.100000,0.050000,0.000000,0.000000,0.151828
128,38,3,0.100000,0.050000,0.000000,0.000000,0.125590
128,39,3,0.100000,0.050000,0.000000,0.000000,0.091445
128,40,4,0.100000,0.050000,0.000000,0.000000,0.123459
128,41,4,0.100000,0.050000,0.000000,0.000000,0.099566
128,42,4,0.325254,0.270874,0.721552,0.525248,0.455176
128,43,4,0.236150,0.132448,0.511065,0.362689,0.348080
128,44,4,0.100000,0.050000,0.000000,0.000000,0.130106
128,45,4,0.100000,0.050000,0.000000,0.000000,0.161909
128,46,4,0.100000,0.050000,0.000000,0.000000,0.092531
128,47,4,0.100000,0.050000,0.000000,0.000000,0.092375
128,48,4,0.100000,0.050000,0.000000,0.000000,0.068188
128,49,4,0.100000,0.050000,0.000000,0.000000,0.126415
129,0,0,0.100000,0.050000,0.000000,0.000000,0.162949
129,1,0,0.100000,0.050000,0.000000,0.000000,0.122616
129,2,0,0.100000,0.050000,0.000000,0.000000,0.092704
129,3,0,0.100000,0.050000,0.000002,0.000002,0.141413
129,4,0,0.100000,0.050000,0.000000,0.000000,0.158341
129,5,0,0.408440,0.311421,0.668873,0.581785,0.476794
129,6,0,0.100000,0.050000,0.000000,0.000000,0.161736
129,7,0,0.100000,0.050000,0.000000,0.000000,0.099103
129,8,0,0.100000,0.050000,0.000000,0.000000,0.134797
129,9,0,0.353087,0.234791,0.676352,0.511841,0.441147
129,10,1,0.100000,0.050000,0.000000,0.000000,0.082886
129,11,1,0.100000,0.050000,0.000000,0.000000,0.140071
129,12,1,0.100000,0.050000,0.000000,0.000000,0.098411
129,13,1,0.100000,0.050000,0.000000,0.000000,0.101347
129,14,1,0.100000,0.050000,0.000000,0.000000,0.125915
129,15,1,0.100000,0.050000,0.000000,0.000000,0.119905
129,16,1,0.100000,0.050000,0.000000,0.000000,0.073590
129,17,1,0.100000,0.050000,0.000000,0.000001,0.158221
129,18,1,0.100000,0.050000,0.000000,0.000000,0.095611
129,19,1,0.538579,0.535132,0.748610,0.762126,0.575695
129,20,2,0.100000,0.050000,0.000000,0.000000,0.105583
129,21,2,0.331120,0.277818,0.760955,0.515789,0.421744
129,22,2,0.597541,0.665056,0.868578,0.837876,0.627641
129,23,2,0.100000,0.050000,0.000000,0.000000,0.143679
129,24,2,0.100000,0.050000,0.000000,0.000000,0.118355
129,25,2,0.100000,0.050000,0.000000,0.000000,0.106486
129,26,2,0.100000,0.050000,0.000000,0.000000,0.110337
129,27,2,0.354258,0.304939,0.748493,0.544671,0.445029
129,28,2,0.100000,0.050000,0.000000,0.000000,0.089608
129,29,2,0.100000,0.050000,0.000000,0.000000,0.139670
129,30,3,0.100000,0.050000,0.000000,0.000000,0.135515
129,31,3,0.100000,0.050000,0.000000,0.000000,0.096972
129,32,3,0.100000,0.050000,0.000000,0.000000,0.085426
129,33,3,0.100000,0.050000,0.000000,0.000000,0.161759
129,34,3,0.100000,0.050000,0.000000,0.000000,0.105389
129,35,3,0.540180,0.529493,0.771991,0.745616,0.578056
129,36,3,0.354340,0.289619,0.738860,0.545740,0.463211
129,37,3,0.100000,0.050000,0.000000,0.000000,0.151650
129,38,3,0.100000,0.050000,0.000000,0.000000,0.125455
129,39,3,0.100000,0.050000,0.000000,0.000000,0.091367
129,40,4,0.100000,0.050000,0.000000,0.000000,0.123335
129,41,4,0.100000,0.050000,0.000000,0.000000,0.099479
129,42,4,0.333791,0.273041,0.721464,0.530573,0.457742
129,43,4,0.237249,0.131738,0.530320,0.360082,0.350886
129,44,4,0.100000,0.050000,0.000000,0.000000,0.129968
129,45,4,0.100000,0.050000,0.000000,0.000000,0.161716
129,46,4,0.100000,0.050000,0.000000,0.000000,0.092449
129,47,4,0.100000,0.050000,0.000000,0.000000,0.092294
129,48,4,0.100000,0.050000,0.000000,0.000000,0.068150
129,49,4,0.100000,0.050000,0.000000,0.000000,0.126286
130,0,0,0.100000,0.050000,0.000000,0.000000,0.162759
130,1,0,0.100000,0.050000,0.000000,0.000000,0.122493
130,2,0,0.100000,0.050000,0.000000,0.000000,0.092629
130,3,0,0.100000,0.050000,0.000002,0.000002,0.141257
130,4,0,0.100000,0.050000,0.000000,0.000000,0.158160
130,5,0,0.392803,0.297605,0.681680,0.569102,0.471909
130,6,0,0.100000,0.050000,0.000000,0.000000,0.161552
130,7,0,0.100000,0.050000,0.000000,0.000000,0.099017
130,8,0,0.100000,0.050000,0.000000,0.000000,0.134652
130,9,0,0.343315,0.225111,0.688054,0.501435,0.438099
130,10,1,0.100000,0.050000,0.000000,0.000000,0.082822
130,11,1,0.100000,0.050000,0.000000,0.000000,0.139917
130,12,1,0.100000,0.050000,0.000000,0.000000,0.098321
130,13,1,0.100000,0.050000,0.000000,0.000000,0.101256
130,14,1,0.100000,0.050000,0.000000,0.000000,0.125782
130,15,1,0.100000,0.050000,0.000000,0.000000,0.119781
130,16,1,0.100000,0.050000,0.000000,0.000000,0.073543
130,17,1,0.100000,0.050000,0.000000,0.000001,0.158037
130,18,1,0.100000,0.050000,0.000000,0.000000,0.095529
130,19,1,0.535621,0.538952,0.749635,0.762943,0.576067
130,20,2,0.100000,0.050000,0.000000,0.000000,0.105495
130,21,2,0.327704,0.268576,0.749336,0.509348,0.416595
130,22,2,0.599781,0.668555,0.870312,0.838590,0.628964
130,23,2,0.100000,0.050000,0.000000,0.000000,0.143512
130,24,2,0.100000,0.050000,0.000000,0.000000,0.118246
130,25,2,0.100000,0.050000,0.000000,0.000000,0.106396
130,26,2,0.100000,0.050000,0.000000,0.000000,0.110243
130,27,2,0.345748,0.293904,0.736753,0.536550,0.438424
130,28,2,0.100000,0.050000,0.000000,0.000000,0.089535
130,29,2,0.100000,0.050000,0.000000,0.000000,0.139499
130,30,3,0.100000,0.050000,0.000000,0.000000,0.135353
130,31,3,0.100000,0.050000,0.000000,0.000000,0.096878
130,32,3,0.100000,0.050000,0.000000,0.000000,0.085347
130,33,3,0.100000,0.050000,0.000000,0.000000,0.161563
130,34,3,0.100000,0.050000,0.000000,0.000000,0.105288
130,35,3,0.539824,0.536143,0.772735,0.747008,0.579359
130,36,3,0.353944,0.294786,0.725481,0.546955,0.461804
130,37,3,0.100000,0.050000,0.000000,0.000000,0.151467
130,38,3,0.100000,0.050000,0.000000,0.000000,0.125316
130,39,3,0.100000,0.050000,0.000000,0.000000,0.091289
130,40,4,0.100000,0.050000,0.000000,0.000000,0.123209
130,41,4,0.100000,0.050000,0.000000,0.000000,0.099391
130,42,4,0.326358,0.266069,0.720736,0.528137,0.454740
130,43,4,0.242186,0.128027,0.524220,0.362838,0.350421
130,44,4,0.100000,0.050000,0.000000,0.000000,0.129827
130,45,4,0.100000,0.050000,0.000000,0.000000,0.161519
130,46,4,0.100000,0.050000,0.000000,0.000000,0.092366
130,47,4,0.100000,0.050000,0.000000,0.000000,0.092212
130,48,4,0.100000,0.050000,0.000000,0.000000,0.068114
130,49,4,0.100000,0.050000,0.000000,0.000000,0.126155
131,0,0,0.100000,0.050000,0.000000,0.000000,0.162563
131,1,0,0.100000,0.050000,0.000000,0.000000,0.122365
131,2,0,0.100000,0.050000,0.000000,0.000000,0.092552
131,3,0,0.100000,0.050000,0.000002,0.000002,0.141095
131,4,0,0.100000,0.050000,0.000000,0.000000,0.157971
131,5,0,0.382099,0.289085,0.677415,0.563683,0.467015
131,6,0,0.100000,0.050000,0.000000,0.000000,0.161361
131,7,0,0.100000,0.050000,0.000000,0.000000,0.098927
131,8,0,0.100000,0.050000,0.000000,0.000000,0.134501
131,9,0,0.340744,0.232162,0.678120,0.503850,0.437423
131,10,1,0.100000,0.050000,0.000000,0.000000,0.082754
131,11,1,0.100000,0.050000,0.000000,0.000000,0.139757
131,12,1,0.100000,0.050000,0.000000,0.000000,0.098226
131,13,1,0.100000,0.050000,0.000000,0.000000,0.101162
131,14,1,0.100000,0.050000,0.000000,0.000000,0.125644
131,15,1,0.100000,0.050000,0.000000,0.000000,0.119652
131,16,1,0.100000,0.050000,0.000000,0.000000,0.073493
131,17,1,0.100000,0.050000,0.000000,0.000001,0.157846
131,18,1,0.100000,0.050000,0.000000,0.000000,0.095443
131,19,1,0.529116,0.532625,0.747525,0.758715,0.572829
131,20,2,0.100000,0.050000,0.000000,0.000000,0.105404
131,21,2,0.337243,0.266395,0.740279,0.512887,0.416872
131,22,2,0.606477,0.672394,0.868249,0.840879,0.630709
131,23,2,0.100000,0.050000,0.000000,0.000000,0.143339
131,24,2,0.100000,0.050000,0.000000,0.000000,0.118132
131,25,2,0.100000,0.050000,0.000000,0.000000,0.106302
131,26,2,0.100000,0.050000,0.000000,0.000000,0.110144
131,27,2,0.343076,0.290021,0.735231,0.531848,0.436267
131,28,2,0.100000,0.050000,0.000000,0.000000,0.089459
131,29,2,0.100000,0.050000,0.000000,0.000000,0.139321
131,30,3,0.100000,0.050000,0.000000,0.000000,0.135186
131,31,3,0.100000,0.050000,0.000000,0.000000,0.096779
131,32,3,0.100000,0.050000,0.000000,0.000000,0.085264
131,33,3,0.100000,0.050000,0.000000,0.000000,0.161361
131,34,3,0.100000,0.050000,0.000000,0.000000,0.105182
131,35,3,0.538575,0.542413,0.772169,0.747171,0.580024
131,36,3,0.352222,0.289228,0.729914,0.542067,0.460462
131,37,3,0.100000,0.050000,0.000000,0.000000,0.151278
131,38,3,0.100000,0.050000,0.000000,0.000000,0.125173
131,39,3,0.100000,0.050000,0.000000,0.000000,0.091207
131,40,4,0.100000,0.050000,0.000000,0.000000,0.123078
131,41,4,0.100000,0.050000,0.000000,0.000000,0.099300
131,42,4,0.334433,0.288506,0.718269,0.541079,0.461363
131,43,4,0.264536,0.136985,0.530641,0.385536,0.360411
131,44,4,0.100000,0.050000,0.000000,0.000000,0.129680
131,45,4,0.100000,0.050000,0.000000,0.000000,0.161314
131,46,4,0.100000,0.050000,0.000000,0.000000,0.092279
131,47,4,0.100000,0.050000,0.000000,0.000000,0.092127
131,48,4,0.100000,0.050000,0.000000,0.000000,0.068074
131,49,4,0.100000,0.050000,0.000000,0.000000,0.126019
132,0,0,0.100000,0.050000,0.000000,0.000000,0.162363
132,1,0,0.100000,0.050000,0.000000,0.000000,0.122235
132,2,0,0.100000,0.050000,0.000000,0.000000,0.092472
132,3,0,0.100000,0.050000,0.000001,0.000002,0.140930
132,4,0,0.100000,0.050000,0.000000,0.000000,0.157779
132,5,0,0.381398,0.285235,0.680711,0.561611,0.466398
132,6,0,0.100000,0.050000,0.000000,0.000000,0.161167
132,7,0,0.100000,0.050000,0.000000,0.000000,0.098835
132,8,0,0.100000,0.050000,0.000000,0.000000,0.134347
132,9,0,0.336732,0.219645,0.673071,0.495257,0.432332
132,10,1,0.100000,0.050000,0.000000,0.000000,0.082685
132,11,1,0.100000,0.050000,0.000000,0.000000,0.139595
132,12,1,0.100000,0.050000,0.000000,0.000000,0.098130
132,13,1,0.100000,0.050000,0.000000,0.000000,0.101066
132,14,1,0.100000,0.050000,0.000000,0.000000,0.125504
132,15,1,0.100000,0.050000,0.000000,0.000000,0.119521
132,16,1,0.100000,0.050000,0.000000,0.000000,0.073442
132,17,1,0.100000,0.050000,0.000000,0.000001,0.157652
132,18,1,0.100000,0.050000,0.000000,0.000000,0.095355
132,19,1,0.528265,0.527848,0.746136,0.757735,0.571456
132,20,2,0.100000,0.050000,0.000000,0.000000,0.105311
132,21,2,0.348931,0.281929,0.732960,0.526094,0.422290
132,22,2,0.610183,0.678760,0.866549,0.842741,0.632353
132,23,2,0.100000,0.050000,0.000000,0.000000,0.143163
132,24,2,0.100000,0.050000,0.000000,0.000000,0.118017
132,25,2,0.100000,0.050000,0.000000,0.000000,0.106207
132,26,2,0.100000,0.050000,0.000000,0.000000,0.110044
132,27,2,0.345324,0.293593,0.734835,0.535183,0.437682
132,28,2,0.100000,0.050000,0.000000,0.000000,0.089381
132,29,2,0.100000,0.050000,0.000000,0.000000,0.139141
132,30,3,0.100000,0.050000,0.000000,0.000000,0.135015
132,31,3,0.100000,0.050000,0.000000,0.000000,0.096679
132,32,3,0.100000,0.050000,0.000000,0.000000,0.085180
132,33,3,0.100000,0.050000,0.000000,0.000000,0.161155
132,34,3,0.100000,0.050000,0.000000,0.000000,0.105075
132,35,3,0.531534,0.522553,0.774022,0.738753,0.574482
132,36,3,0.342662,0.285865,0.729169,0.536967,0.457244
132,37,3,0.100000,0.050000,0.000000,0.000000,0.151085
132,38,3,0.100000,0.050000,0.000000,0.000000,0.125026
132,39,3,0.100000,0.050000,0.000000,0.000000,0.091123
132,40,4,0.100000,0.050000,0.000000,0.000000,0.122945
132,41,4,0.100000,0.050000,0.000000,0.000000,0.099206
132,42,4,0.355079,0.302881,0.717719,0.553453,0.469023
132,43,4,0.258386,0.127363,0.533568,0.374966,0.356438
132,44,4,0.100000,0.050000,0.000000,0.000000,0.129531
132,45,4,0.100000,0.050000,0.000000,0.000000,0.161106
132,46,4,0.100000,0.050000,0.000000,0.000000,0.092190
132,47,4,0.100000,0.050000,0.000000,0.000000,0.092040
132,48,4,0.100000,0.050000,0.000000,0.000000,0.068034
132,49,4,0.100000,0.050000,0.000000,0.000000,0.125880
133,0,0,0.100000,0.050000,0.000000,0.000000,0.162179
133,1,0,0.100000,0.050000,0.000000,0.000000,0.122115
133,2,0,0.100000,0.050000,0.000000,0.000000,0.092400
133,3,0,0.100000,0.050000,0.000001,0.000001,0.140778
133,4,0,0.100000,0.050000,0.000000,0.000000,0.157603
133,5,0,0.373082,0.281758,0.675296,0.559724,0.463120
133,6,0,0.100000,0.050000,0.000000,0.000000,0.160988
133,7,0,0.100000,0.050000,0.000000,0.000000,0.098751
133,8,0,0.100000,0.050000,0.000000,0.000000,0.134206
133,9,0,0.344344,0.209288,0.674023,0.493969,0.431796
133,10,1,0.100000,0.050000,0.000000,0.000000,0.082622
133,11,1,0.100000,0.050000,0.000000,0.000000,0.139445
133,12,1,0.100000,0.050000,0.000000,0.000000,0.098042
133,13,1,0.100000,0.050000,0.000000,0.000000,0.100977
133,14,1,0.100000,0.050000,0.000000,0.000000,0.125375
133,15,1,0.100000,0.050000,0.000000,0.000000,0.119401
133,16,1,0.100000,0.050000,0.000000,0.000000,0.073395
133,17,1,0.100000,0.050000,0.000000,0.000001,0.157473
133,18,1,0.100000,0.050000,0.000000,0.000000,0.095275
133,19,1,0.536193,0.530698,0.747189,0.760161,0.573775
133,20,2,0.100000,0.050000,0.000000,0.000000,0.105225
133,21,2,0.349290,0.283664,0.737838,0.525895,0.423415
133,22,2,0.608948,0.672865,0.865295,0.839510,0.630417
133,23,2,0.100000,0.050000,0.000000,0.000000,0.143001
133,24,2,0.100000,0.050000,0.000000,0.000000,0.117910
133,25,2,0.100000,0.050000,0.000000,0.000000,0.106119
133,26,2,0.100000,0.050000,0.000000,0.000000,0.109952
133,27,2,0.345606,0.278074,0.738240,0.529389,0.434808
133,28,2,0.100000,0.050000,0.000000,0.000000,0.089309
133,29,2,0.100000,0.050000,0.000000,0.000000,0.138975
133,30,3,0.100000,0.050000,0.000000,0.000000,0.134859
133,31,3,0.100000,0.050000,0.000000,0.000000,0.096586
133,32,3,0.100000,0.050000,0.000000,0.000000,0.085102
133,33,3,0.100000,0.050000,0.000000,0.000000,0.160966
133,34,3,0.100000,0.050000,0.000000,0.000000,0.104976
133,35,3,0.522791,0.533136,0.777611,0.742816,0.575963
133,36,3,0.345144,0.287174,0.737642,0.535725,0.459023
133,37,3,0.100000,0.050000,0.000000,0.000000,0.150908
133,38,3,0.100000,0.050000,0.000000,0.000000,0.124892
133,39,3,0.100000,0.050000,0.000000,0.000000,0.091046
133,40,4,0.100000,0.050000,0.000000,0.000000,0.122822
133,41,4,0.100000,0.050000,0.000000,0.000000,0.099120
133,42,4,0.350355,0.298444,0.719302,0.547571,0.466708
133,43,4,0.263596,0.125247,0.510534,0.374515,0.352856
133,44,4,0.100000,0.050000,0.000000,0.000000,0.129393
133,45,4,0.100000,0.050000,0.000000,0.000000,0.160915
133,46,4,0.100000,0.050000,0.000000,0.000000,0.092109
133,47,4,0.100000,0.050000,0.000000,0.000000,0.091960
133,48,4,0.100000,0.050000,0.000000,0.000000,0.067997
133,49,4,0.100000,0.050000,0.000000,0.000000,0.125753
134,0,0,0.100000,0.050000,0.000000,0.000000,0.161966
134,1,0,0.100000,0.050000,0.000000,0.000000,0.121976
134,2,0,0.100000,0.050000,0.000000,0.000000,0.092315
134,3,0,0.100000,0.050000,0.000001,0.000001,0.140602
134,4,0,0.100000,0.050000,0.000000,0.000000,0.157398
134,5,0,0.372716,0.281713,0.670397,0.557001,0.461648
134,6,0,0.100000,0.050000,0.000000,0.000000,0.160780
134,7,0,0.100000,0.050000,0.000000,0.000000,0.098653
134,8,0,0.100000,0.050000,0.000000,0.000000,0.134041
134,9,0,0.340159,0.212863,0.668231,0.492802,0.430377
134,10,1,0.100000,0.050000,0.000000,0.000000,0.082548
134,11,1,0.100000,0.050000,0.000000,0.000000,0.139272
134,12,1,0.100000,0.050000,0.000000,0.000000,0.097939
134,13,1,0.100000,0.050000,0.000000,0.000000,0.100875
134,14,1,0.100000,0.050000,0.000000,0.000000,0.125225
134,15,1,0.100000,0.050000,0.000000,0.000000,0.119261
134,16,1,0.100000,0.050000,0.000000,0.000000,0.073341
134,17,1,0.100000,0.050000,0.000000,0.000001,0.157266
134,18,1,0.100000,0.050000,0.000000,0.000000,0.095182
134,19,1,0.538067,0.532039,0.745581,0.760475,0.574016
134,20,2,0.100000,0.050000,0.000000,0.000000,0.105125
134,21,2,0.345936,0.285238,0.748011,0.525716,0.424796
134,22,2,0.613650,0.678364,0.867008,0.843234,0.632981
134,23,2,0.100000,0.050000,0.000000,0.000000,0.142813
134,24,2,0.100000,0.050000,0.000000,0.000000,0.117787
134,25,2,0.100000,0.050000,0.000000,0.000000,0.106017
134,26,2,0.100000,0.050000,0.000000,0.000000,0.109845
134,27,2,0.359389,0.287274,0.737355,0.536492,0.439603
134,28,2,0.100000,0.050000,0.000000,0.000000,0.089226
134,29,2,0.100000,0.050000,0.000000,0.000000,0.138782
134,30,3,0.100000,0.050000,0.000000,0.000000,0.134676
134,31,3,0.100000,0.050000,0.000000,0.000000,0.096479
134,32,3,0.100000,0.050000,0.000000,0.000000,0.085012
134,33,3,0.100000,0.050000,0.000000,0.000000,0.160746
134,34,3,0.100000,0.050000,0.000000,0.000000,0.104861
134,35,3,0.513357,0.535244,0.783106,0.740533,0.575205
134,36,3,0.340795,0.282150,0.729773,0.531675,0.455355
134,37,3,0.100000,0.050000,0.000000,0.000000,0.150702
134,38,3,0.100000,0.050000,0.000000,0.000000,0.124735
134,39,3,0.100000,0.050000,0.000000,0.000000,0.090956
134,40,4,0.100000,0.050000,0.000000,0.000000,0.122679
134,41,4,0.100000,0.050000,0.000000,0.000000,0.099020
134,42,4,0.350091,0.295013,0.720070,0.546452,0.465945
134,43,4,0.267890,0.129835,0.513149,0.383272,0.356114
134,44,4,0.100000,0.050000,0.000000,0.000000,0.129234
134,45,4,0.100000,0.050000,0.000000,0.000000,0.160692
134,46,4,0.100000,0.050000,0.000000,0.000000,0.092015
134,47,4,0.100000,0.050000,0.000000,0.000000,0.091867
134,48,4,0.100000,0.050000,0.000000,0.000000,0.067954
134,49,4,0.100000,0.050000,0.000000,0.000000,0.125605
135,0,0,0.100000,0.050000,0.000000,0.000000,0.161766
135,1,0,0.100000,0.050000,0.000000,0.000000,0.121845
135,2,0,0.100000,0.050000,0.000000,0.000000,0.092236
135,3,0,0.100000,0.050000,0.000001,0.000001,0.140437
135,4,0,0.100000,0.050000,0.000000,0.000000,0.157207
135,5,0,0.375525,0.277008,0.663584,0.556039,0.459939
