round,query,prec10
311,dog,1.0
311,plane,1.0
311,clothes,1.0
311,car,1.0
312,cat,1.0
312,dog,1.0
312,plane,1.0
312,clothes,1.0
312,car,1.0
313,cat,1.0
313,dog,1.0
313,plane,1.0
313,clothes,1.0
313,car,1.0
314,cat,1.0
314,dog,1.0
314,plane,1.0
314,clothes,1.0
314,car,1.0
315,cat,1.0
315,dog,1.0
315,plane,1.0
315,clothes,1.0
315,car,1.0
316,cat,1.0
316,dog,1.0
316,plane,1.0
316,clothes,1.0
316,car,1.0
317,cat,1.0
317,dog,1.0
317,plane,1.0
317,clothes,1.0
317,car,1.0
318,cat,1.0
318,dog,1.0
318,plane,1.0
318,clothes,1.0
318,car,1.0
319,cat,1.0
319,dog,1.0
319,plane,1.0
319,clothes,1.0
319,car,1.0
320,cat,1.0
320,dog,1.0
320,plane,1.0
320,clothes,1.0
320,car,1.0
321,cat,1.0
321,dog,1.0
321,plane,1.0
321,clothes,1.0
321,car,1.0
322,cat,1.0
322,dog,1.0
322,plane,1.0
322,clothes,1.0
322,car,1.0
323,cat,1.0
323,dog,1.0
323,plane,1.0
323,clothes,1.0
323,car,1.0
324,cat,1.0
324,dog,1.0
324,plane,1.0
324,clothes,1.0
324,car,1.0
325,cat,1.0
325,dog,1.0
325,plane,1.0
325,clothes,1.0
325,car,1.0
326,cat,1.0
326,dog,1.0
326,plane,1.0
326,clothes,1.0
326,car,1.0
327,cat,1.0
327,dog,1.0
327,plane,1.0
327,clothes,1.0
327,car,1.0
328,cat,1.0
328,dog,1.0
328,plane,1.0
328,clothes,1.0
328,car,1.0
329,cat,1.0
329,dog,1.0
329,plane,1.0
329,clothes,1.0
329,car,1.0
330,cat,1.0
330,dog,1.0
330,plane,1.0
330,clothes,1.0
330,car,1.0
331,cat,1.0
331,dog,1.0
331,plane,1.0
331,clothes,1.0
331,car,1.0
332,cat,1.0
332,dog,1.0
332,plane,1.0
332,clothes,1.0
332,car,1.0
333,cat,1.0
333,dog,1.0
333,plane,1.0
333,clothes,1.0
333,car,1.0
334,cat,1.0
334,dog,1.0
334,plane,1.0
334,clothes,1.0
334,car,1.0
335,cat,1.0
335,dog,1.0
335,plane,1.0
335,clothes,1.0
335,car,1.0
336,cat,1.0
336,dog,1.0
336,plane,1.0
336,clothes,1.0
336,car,1.0
337,cat,1.0
337,dog,1.0
337,plane,1.0
337,clothes,1.0
337,car,1.0
338,cat,1.0
338,dog,1.0
338,plane,1.0
338,clothes,1.0
338,car,1.0
339,cat,1.0
339,dog,1.0
339,plane,1.0
339,clothes,1.0
339,car,1.0
340,cat,1.0
340,dog,1.0
340,plane,1.0
340,clothes,1.0
340,car,1.0
341,cat,1.0
341,dog,1.0
341,plane,1.0
341,clothes,1.0
341,car,1.0
342,cat,1.0
342,dog,1.0
342,plane,1.0
342,clothes,1.0
342,car,1.0
343,cat,1.0
343,dog,1.0
343,plane,1.0
343,clothes,1.0
343,car,1.0
344,cat,1.0
344,dog,1.0
344,plane,1.0
344,clothes,1.0
344,car,1.0
345,cat,1.0
345,dog,1.0
345,plane,1.0
345,clothes,1.0
345,car,1.0
346,cat,1.0
346,dog,1.0
346,plane,1.0
346,clothes,1.0
346,car,1.0
347,cat,1.0
347,dog,1.0
347,plane,1.0
347,clothes,1.0
347,car,1.0
348,cat,1.0
348,dog,1.0
348,plane,1.0
348,clothes,1.0
348,car,1.0
349,cat,1.0
349,dog,1.0
349,plane,1.0
349,clothes,1.0
349,car,1.0
350,cat,1.0
350,dog,1.0
350,plane,1.0
350,clothes,1.0
350,car,1.0
351,cat,1.0
351,dog,1.0
351,plane,1.0
351,clothes,1.0
351,car,1.0
352,cat,1.0
352,dog,1.0
352,plane,1.0
352,clothes,1.0
352,car,1.0
353,cat,1.0
353,dog,1.0
353,plane,1.0
353,clothes,1.0
353,car,1.0
354,cat,1.0
354,dog,1.0
354,plane,1.0
354,clothes,1.0
354,car,1.0
355,cat,1.0
355,dog,1.0
355,plane,1.0
355,clothes,1.0
355,car,1.0
356,cat,1.0
356,dog,1.0
356,plane,1.0
356,clothes,1.0
356,car,1.0
357,cat,1.0
357,dog,1.0
357,plane,1.0
357,clothes,1.0
357,car,1.0
358,cat,1.0
358,dog,1.0
358,plane,1.0
358,clothes,1.0
358,car,1.0
359,cat,1.0
359,dog,1.0
359,plane,1.0
359,clothes,1.0
359,car,1.0
360,cat,1.0
360,dog,1.0
360,plane,1.0
360,clothes,1.0
360,car,1.0
361,cat,1.0
361,dog,1.0
361,plane,1.0
361,clothes,1.0
361,car,1.0
362,cat,1.0
362,dog,1.0
362,plane,1.0
362,clothes,1.0
362,car,1.0
363,cat,1.0
363,dog,1.0
363,plane,1.0
363,clothes,1.0
363,car,1.0
364,cat,1.0
364,dog,1.0
364,plane,1.0
364,clothes,1.0
364,car,1.0
365,cat,1.0
365,dog,1.0
365,plane,1.0
365,clothes,1.0
365,car,1.0
366,cat,1.0
366,dog,1.0
366,plane,1.0
366,clothes,1.0
366,car,1.0
367,cat,1.0
367,dog,1.0
367,plane,1.0
367,clothes,1.0
367,car,1.0
368,cat,1.0
368,dog,1.0
368,plane,1.0
368,clothes,1.0
368,car,1.0
369,cat,1.0
369,dog,1.0
369,plane,1.0
369,clothes,1.0
369,car,1.0
370,cat,1.0
370,dog,1.0
370,plane,1.0
370,clothes,1.0
370,car,1.0
371,cat,1.0
371,dog,1.0
371,plane,1.0
371,clothes,1.0
371,car,1.0
372,cat,1.0
372,dog,1.0
372,plane,1.0
372,clothes,1.0
372,car,1.0
373,cat,1.0
373,dog,1.0
373,plane,1.0
373,clothes,1.0
373,car,1.0
374,cat,1.0
374,dog,1.0
374,plane,1.0
374,clothes,1.0
374,car,1.0
375,cat,1.0
375,dog,1.0
375,plane,1.0
375,clothes,1.0
375,car,1.0
376,cat,1.0
376,dog,1.0
376,plane,1.0
376,clothes,1.0
376,car,1.0
377,cat,1.0
377,dog,1.0
377,plane,1.0
377,clothes,1.0
377,car,1.0
378,cat,1.0
378,dog,1.0
378,plane,1.0
378,clothes,1.0
378,car,1.0
379,cat,1.0
379,dog,1.0
379,plane,1.0
379,clothes,1.0
379,car,1.0
380,cat,1.0
380,dog,1.0
380,plane,1.0
380,clothes,1.0
380,car,1.0
381,cat,1.0
381,dog,1.0
381,plane,1.0
381,clothes,1.0
381,car,1.0
382,cat,1.0
382,dog,1.0
382,plane,1.0
382,clothes,1.0
382,car,1.0
383,cat,1.0
383,dog,1.0
383,plane,1.0
383,clothes,1.0
383,car,1.0
384,cat,1.0
384,dog,1.0
384,plane,1.0
384,clothes,1.0
384,car,1.0
385,cat,1.0
385,dog,1.0
385,plane,1.0
385,clothes,1.0
385,car,1.0
386,cat,1.0
386,dog,1.0
386,plane,1.0
386,clothes,1.0
386,car,1.0
387,cat,1.0
387,dog,1.0
387,plane,1.0
387,clothes,1.0
387,car,1.0
388,cat,1.0
388,dog,1.0
388,plane,1.0
388,clothes,1.0
388,car,1.0
389,cat,1.0
389,dog,1.0
389,plane,1.0
389,clothes,1.0
389,car,1.0
390,cat,1.0
390,dog,1.0
390,plane,1.0
390,clothes,1.0
390,car,1.0
391,cat,1.0
391,dog,1.0
391,plane,1.0
391,clothes,1.0
391,car,1.0
392,cat,1.0
392,dog,1.0
392,plane,1.0
392,clothes,1.0
392,car,1.0
393,cat,1.0
393,dog,1.0
393,plane,1.0
393,clothes,1.0
393,car,1.0
394,cat,1.0
394,dog,1.0
394,plane,1.0
394,clothes,1.0
394,car,1.0
395,cat,1.0
395,dog,1.0
395,plane,1.0
395,clothes,1.0
395,car,1.0
396,cat,1.0
396,dog,1.0
396,plane,1.0
396,clothes,1.0
396,car,1.0
397,cat,1.0
397,dog,1.0
397,plane,1.0
397,clothes,1.0
397,car,1.0
398,cat,1.0
398,dog,1.0
398,plane,1.0
398,clothes,1.0
398,car,1.0
399,cat,1.0
399,dog,1.0
399,plane,1.0
399,clothes,1.0
399,car,1.0
400,cat,1.0
400,dog,1.0
400,plane,1.0
400,clothes,1.0
400,car,1.0
401,cat,1.0
401,dog,1.0
401,plane,1.0
401,clothes,1.0
401,car,1.0
402,cat,1.0
402,dog,1.0
402,plane,1.0
402,clothes,1.0
402,car,1.0
403,cat,1.0
403,dog,1.0
403,plane,1.0
403,clothes,1.0
403,car,1.0
404,cat,1.0
404,dog,1.0
404,plane,1.0
404,clothes,1.0
404,car,1.0
405,cat,1.0
405,dog,1.0
405,plane,1.0
405,clothes,1.0
405,car,1.0
406,cat,1.0
406,dog,1.0
406,plane,1.0
406,clothes,1.0
406,car,1.0
407,cat,1.0
407,dog,1.0
407,plane,1.0
407,clothes,1.0
407,car,1.0
408,cat,1.0
408,dog,1.0
408,plane,1.0
408,clothes,1.0
408,car,1.0
409,cat,1.0
409,dog,1.0
409,plane,1.0
409,clothes,1.0
409,car,1.0
410,cat,1.0
410,dog,1.0
410,plane,1.0
410,clothes,1.0
410,car,1.0
411,cat,1.0
411,dog,1.0
411,plane,1.0
411,clothes,1.0
411,car,1.0
412,cat,1.0
412,dog,1.0
412,plane,1.0
412,clothes,1.0
412,car,1.0
413,cat,1.0
413,dog,1.0
413,plane,1.0
413,clothes,1.0
413,car,1.0
414,cat,1.0
414,dog,1.0
414,plane,1.0
414,clothes,1.0
414,car,1.0
415,cat,1.0
415,dog,1.0
415,plane,1.0
415,clothes,1.0
415,car,1.0
416,cat,1.0
416,dog,1.0
416,plane,1.0
416,clothes,1.0
416,car,1.0
417,cat,1.0
417,dog,1.0
417,plane,1.0
417,clothes,1.0
417,car,1.0
418,cat,1.0
418,dog,1.0
418,plane,1.0
418,clothes,1.0
418,car,1.0
419,cat,1.0
419,dog,1.0
419,plane,1.0
419,clothes,1.0
419,car,1.0
420,cat,1.0
420,dog,1.0
420,plane,1.0
420,clothes,1.0
420,car,1.0
421,cat,1.0
421,dog,1.0
421,plane,1.0
421,clothes,1.0
421,car,1.0
422,cat,1.0
422,dog,1.0
422,plane,1.0
422,clothes,1.0
422,car,1.0
423,cat,1.0
423,dog,1.0
423,plane,1.0
423,clothes,1.0
423,car,1.0
424,cat,1.0
424,dog,1.0
424,plane,1.0
424,clothes,1.0
424,car,1.0
425,cat,1.0
425,dog,1.0
425,plane,1.0
425,clothes,1.0
425,car,1.0
426,cat,1.0
426,dog,1.0
426,plane,1.0
426,clothes,1.0
426,car,1.0
427,cat,1.0
427,dog,1.0
427,plane,1.0
427,clothes,1.0
427,car,1.0
428,cat,1.0
428,dog,1.0
428,plane,1.0
428,clothes,1.0
428,car,1.0
429,cat,1.0
429,dog,1.0
429,plane,1.0
429,clothes,1.0
429,car,1.0
430,cat,1.0
430,dog,1.0
430,plane,1.0
430,clothes,1.0
430,car,1.0
431,cat,1.0
431,dog,1.0
431,plane,1.0
431,clothes,1.0
431,car,1.0
432,cat,1.0
432,dog,1.0
432,plane,1.0
432,clothes,1.0
432,car,1.0
433,cat,1.0
433,dog,1.0
433,plane,1.0
433,clothes,1.0
433,car,1.0
434,cat,1.0
434,dog,1.0
434,plane,1.0
434,clothes,1.0
434,car,1.0
435,cat,1.0
435,dog,1.0
435,plane,1.0
435,clothes,1.0
435,car,1.0
436,cat,1.0
436,dog,1.0
436,plane,1.0
436,clothes,1.0
436,car,1.0
437,cat,1.0
437,dog,1.0
437,plane,1.0
437,clothes,1.0
437,car,1.0
438,cat,1.0
438,dog,1.0
438,plane,1.0
438,clothes,1.0
438,car,1.0
439,cat,1.0
439,dog,1.0
439,plane,1.0
439,clothes,1.0
439,car,1.0
440,cat,1.0
440,dog,1.0
440,plane,1.0
440,clothes,1.0
440,car,1.0
441,cat,1.0
441,dog,1.0
441,plane,1.0
441,clothes,1.0
441,car,1.0
442,cat,1.0
442,dog,1.0
442,plane,1.0
442,clothes,1.0
442,car,1.0
443,cat,1.0
443,dog,1.0
443,plane,1.0
443,clothes,1.0
443,car,1.0
444,cat,1.0
444,dog,1.0
444,plane,1.0
444,clothes,1.0
444,car,1.0
445,cat,1.0
445,dog,1.0
445,plane,1.0
445,clothes,1.0
445,car,1.0
446,cat,1.0
446,dog,1.0
446,plane,1.0
446,clothes,1.0
446,car,1.0
447,cat,1.0
447,dog,1.0
447,plane,1.0
447,clothes,1.0
447,car,1.0
448,cat,1.0
448,dog,1.0
448,plane,1.0
448,clothes,1.0
448,car,1.0
449,cat,1.0
449,dog,1.0
449,plane,1.0
449,clothes,1.0
449,car,1.0
450,cat,1.0
450,dog,1.0
450,plane,1.0
450,clothes,1.0
450,car,1.0
451,cat,1.0
451,dog,1.0
451,plane,1.0
451,clothes,1.0
451,car,1.0
452,cat,1.0
452,dog,1.0
452,plane,1.0
452,clothes,1.0
452,car,1.0
453,cat,1.0
453,dog,1.0
453,plane,1.0
453,clothes,1.0
453,car,1.0
454,cat,1.0
454,dog,1.0
454,plane,1.0
454,clothes,1.0
454,car,1.0
455,cat,1.0
455,dog,1.0
455,plane,1.0
455,clothes,1.0
455,car,1.0
456,cat,1.0
456,dog,1.0
456,plane,1.0
456,clothes,1.0
456,car,1.0
457,cat,1.0
457,dog,1.0
457,plane,1.0
457,clothes,1.0
457,car,1.0
458,cat,1.0
458,dog,1.0
458,plane,1.0
458,clothes,1.0
458,car,1.0
459,cat,1.0
459,dog,1.0
459,plane,1.0
459,clothes,1.0
459,car,1.0
460,cat,1.0
460,dog,1.0
460,plane,1.0
460,clothes,1.0
460,car,1.0
461,cat,1.0
461,dog,1.0
461,plane,1.0
461,clothes,1.0
461,car,1.0
462,cat,1.0
462,dog,1.0
462,plane,1.0
462,clothes,1.0
462,car,1.0
463,cat,1.0
463,dog,1.0
463,plane,1.0
463,clothes,1.0
463,car,1.0
464,cat,1.0
464,dog,1.0
464,plane,1.0
464,clothes,1.0
464,car,1.0
465,cat,1.0
465,dog,1.0
465,plane,1.0
465,clothes,1.0
465,car,1.0
466,cat,1.0
466,dog,1.0
466,plane,1.0
466,clothes,1.0
466,car,1.0
467,cat,1.0
467,dog,1.0
467,plane,1.0
467,clothes,1.0
467,car,1.0
468,cat,1.0
468,dog,1.0
468,plane,1.0
468,clothes,1.0
468,car,1.0
469,cat,1.0
469,dog,1.0
469,plane,1.0
469,clothes,1.0
469,car,1.0
470,cat,1.0
470,dog,1.0
470,plane,1.0
470,clothes,1.0
470,car,1.0
471,cat,1.0
471,dog,1.0
471,plane,1.0
471,clothes,1.0
471,car,1.0
472,cat,1.0
472,dog,1.0
472,plane,1.0
472,clothes,1.0
472,car,1.0
473,cat,1.0
473,dog,1.0
473,plane,1.0
473,clothes,1.0
473,car,1.0
474,cat,1.0
474,dog,1.0
474,plane,1.0
474,clothes,1.0
474,car,1.0
475,cat,1.0
475,dog,1.0
475,plane,1.0
475,clothes,1.0
475,car,1.0
476,cat,1.0
476,dog,1.0
476,plane,1.0
476,clothes,1.0
476,car,1.0
477,cat,1.0
477,dog,1.0
477,plane,1.0
477,clothes,1.0
477,car,1.0
478,cat,1.0
478,dog,1.0
478,plane,1.0
478,clothes,1.0
478,car,1.0
479,cat,1.0
479,dog,1.0
479,plane,1.0
479,clothes,1.0
479,car,1.0
480,cat,1.0
480,dog,1.0
480,plane,1.0
480,clothes,1.0
480,car,1.0
481,cat,1.0
481,dog,1.0
481,plane,1.0
481,clothes,1.0
481,car,1.0
482,cat,1.0
482,dog,1.0
482,plane,1.0
482,clothes,1.0
482,car,1.0
483,cat,1.0
483,dog,1.0
483,plane,1.0
483,clothes,1.0
483,car,1.0
484,cat,1.0
484,dog,1.0
484,plane,1.0
484,clothes,1.0
484,car,1.0
485,cat,1.0
485,dog,1.0
485,plane,1.0
485,clothes,1.0
485,car,1.0
486,cat,1.0
486,dog,1.0
486,plane,1.0
486,clothes,1.0
486,car,1.0
487,cat,1.0
487,dog,1.0
487,plane,1.0
487,clothes,1.0
487,car,1.0
488,cat,1.0
488,dog,1.0
488,plane,1.0
488,clothes,1.0
488,car,1.0
489,cat,1.0
489,dog,1.0
489,plane,1.0
489,clothes,1.0
489,car,1.0
490,cat,1.0
490,dog,1.0
490,plane,1.0
490,clothes,1.0
490,car,1.0
491,cat,1.0
491,dog,1.0
491,plane,1.0
491,clothes,1.0
491,car,1.0
492,cat,1.0
492,dog,1.0
492,plane,1.0
492,clothes,1.0
492,car,1.0
493,cat,1.0
493,dog,1.0
493,plane,1.0
493,clothes,1.0
493,car,1.0
494,cat,1.0
494,dog,1.0
494,plane,1.0
494,clothes,1.0
494,car,1.0
495,cat,1.0
495,dog,1.0
495,plane,1.0
495,clothes,1.0
495,car,1.0
496,cat,1.0
496,dog,1.0
496,plane,1.0
496,clothes,1.0
496,car,1.0
497,cat,1.0
497,dog,1.0
497,plane,1.0
497,clothes,1.0
497,car,1.0
498,cat,1.0
498,dog,1.0
498,plane,1.0
498,clothes,1.0
498,car,1.0
499,cat,1.0
499,dog,1.0
499,plane,1.0
499,clothes,1.0
499,car,1.0
500,cat,1.0
500,dog,1.0
500,plane,1.0
500,clothes,1.0
500,car,1.0
