round,reward,w0,w1,w2,w3,w4,w5
1,6.088047433255378,0.16655724455698642,0.1674094994209737,0.1665218363752071,0.16657592585399564,0.16646774689641855,0.16646774689641855
2,5.650177378523988,0.16644587926762672,0.16798233458873954,0.16643182714603935,0.16652985520090388,0.16633360012617412,0.16627650367051625
3,4.939407357664452,0.1663405585178649,0.16839625326549934,0.16638518833827703,0.16650993507816644,0.16626078054103835,0.16610728425915391
4,6.652177727443544,0.1662072861989458,0.16885661934320495,0.16634208949581436,0.1664885551102901,0.16621931671283097,0.16588613313891387
5,5.248404759933505,0.16608882365044628,0.1691407015167512,0.1663494920981063,0.16648142384076367,0.1662417967489626,0.16569776214496995
6,6.796826500902487,0.1659543461132632,0.16944281345484385,0.16636678603782729,0.16648238880293403,0.16628144382057966,0.16547222177055212
7,4.797219269114254,0.1658505117563686,0.1696000798964406,0.16640212474189187,0.16649940119277432,0.1663447950934437,0.165303087319081
8,6.234016600301527,0.16572049719246063,0.1697569293020628,0.16644950149446786,0.16652113658088832,0.16645947988323723,0.16509245554688323
9,5.496788337679079,0.16561041881324112,0.16984832844551867,0.1664969522622336,0.16654706899778624,0.16659614822237453,0.1649010832588457
10,5.592694296741491,0.16549115551043989,0.16990486329650256,0.16655103412144276,0.1665734880306386,0.16677214551086697,0.1647073135301091
11,6.219874523422825,0.16537508348810165,0.16994353161615539,0.16661990892058837,0.16659905538743316,0.16695653430511034,0.16450588628261098
12,5.820669175265932,0.1652494909182036,0.16993748862018349,0.16669658958091296,0.16662531387589466,0.16718862030678558,0.16430249669801975
13,6.158122985369936,0.16511417147982582,0.16990151696302977,0.1667868987023672,0.16666433887768986,0.16744854329661188,0.16408453068047535
14,6.305752823280571,0.16496093165968181,0.16982890841627002,0.16691344014925646,0.16669986436447068,0.16774820673367563,0.16384864867664548
15,4.795541392250922,0.1648386359198008,0.16974686432410957,0.16702161326299295,0.16673441201607725,0.16800047481531466,0.16365799966170488
16,4.584375499254954,0.16471839108967573,0.16965098444584284,0.1671272540784583,0.1667543386741832,0.1682773625817311,0.1634716691301087
17,4.114914895683376,0.16463928288737967,0.169586659842404,0.16718637181502802,0.16678528951868318,0.1684633312502477,0.16333906468625736
18,5.70308128555765,0.16451634301069978,0.1694651630214437,0.1673039153818097,0.16680879049900862,0.16877209838111154,0.16313368970592662
19,6.421121626545724,0.16437155448546592,0.1693131979458119,0.1674336495207005,0.16684643452036815,0.16913574402801468,0.16289941949963901
20,5.961250772412838,0.16426267520445312,0.16918260072450483,0.16753788845496015,0.1668939299472985,0.1694193476538314,0.16270355801495193
21,5.066873603107112,0.16414687240646056,0.16904492909837726,0.16764352117353468,0.16692469526795292,0.16972277727987214,0.16251720477380235
22,5.875618819011359,0.1640256110390646,0.16889022907224213,0.1677508798979274,0.1669730378382153,0.17004646789167097,0.16231377426087953
23,6.533334748642568,0.16386275909407724,0.16868048529191806,0.16789197884310483,0.16701756494974274,0.17049121868391773,0.16205599313723926
24,6.1300399557724745,0.1637278449485094,0.16849326234721887,0.16802596590778884,0.16705983068169897,0.170862903285301,0.1618301928294829
25,5.256026264261423,0.16361340513830863,0.16833484591145514,0.16812950085455672,0.16709940873752893,0.17117935280445207,0.16164348655369848
26,4.666420944619992,0.1635113063578932,0.16818588081056188,0.16822136159621545,0.1671323994540191,0.17147621016776868,0.16147284161354156
27,6.4509464865511,0.1633732492091055,0.16798300748966422,0.16834445143793744,0.1671736642311697,0.1718819232889867,0.16124370434313642
28,5.657586251304851,0.16325245327773794,0.16780567487762146,0.1684559392474726,0.16721607087833498,0.17222314667072688,0.16104671504810616
29,5.160518955128035,0.16313684069808956,0.16763095210714432,0.16855875770447323,0.16725601642262922,0.1725608954024722,0.16085653766519153
30,3.5107333271355907,0.16305181347031855,0.16751122909774072,0.16863836400145432,0.16727326740321743,0.17279710933768017,0.16072821668958887
31,5.291574648617531,0.16294624214143322,0.16733955406915926,0.16874422744100614,0.16730596652700133,0.17311908210269855,0.16054492771870146
32,6.0184673976670995,0.16280123001353433,0.1671233212074761,0.16889336521579554,0.16732725489556816,0.17353777430966372,0.16031705435796217
33,4.982964165672864,0.1626967707938763,0.1669604314664317,0.1689836283015728,0.1673501064301075,0.1738627861417637,0.16014627686624808
34,5.51283830545682,0.1625649043818836,0.16675600013685285,0.1691093583305869,0.16738031058785244,0.17425527068152977,0.1599341558812944
35,6.718368035529654,0.1623973038716226,0.16651280923949946,0.16926115325576302,0.1674147949749148,0.17473118438903054,0.15968275426916947
36,4.596282162080761,0.1622855900732852,0.16634358628519771,0.16937768847451568,0.16744230527019596,0.17504163586060933,0.1595091940361961
37,6.709609361530012,0.16213648748022566,0.16611169474614307,0.16952425754139952,0.16748496524088483,0.17547111556364864,0.1592714794276984
38,3.878274414588607,0.16201657501129355,0.16594314634656152,0.16964718392296463,0.16749718342918615,0.17579535260971876,0.1591005586802754
39,5.642665301759581,0.16190012958060612,0.1657565457200513,0.1697708644216219,0.16753546769196945,0.17612621745287055,0.1589107751328806
40,4.3413368450375724,0.16179150808315432,0.16559210264003824,0.16988602294730315,0.16756316346549008,0.1764226058452742,0.15874459701874002
41,4.825048445696468,0.16168617979938832,0.16542807280959274,0.17000212133049428,0.16758510016119985,0.17671955092713476,0.15857897497219017
42,5.45837159755816,0.16155605871790635,0.1652276161602889,0.1701358610023462,0.16760980379272916,0.17709371958398373,0.1583769407427457
43,6.217143031527995,0.16142539688084204,0.1650107745746063,0.17028067742145114,0.16764589986304626,0.17747868152121202,0.15815856973884224
44,6.291450094773521,0.16128481378562776,0.16479241015735321,0.17043726407021567,0.16768314674773552,0.1778633402668141,0.15793902497225382
