round,reward,w0,w1,w2,w3,w4,w5
1,6.088047433255378,0.2554288690583103,0.05067463094365318,0.19520754589544673,0.05798606947919717,0.22615028231169632,0.21455260231169632
2,6.121490324353073,0.25529956262792936,0.051289749663795146,0.19510227410667133,0.057954303442373054,0.22600649141523252,0.21434761874399863
3,6.211146938011761,0.25514732018127806,0.05180545989106271,0.19505665825152638,0.057956248230317454,0.22591021601854028,0.21412409742727517
4,5.260705265180857,0.2550324217901036,0.052180961871320916,0.1950217882614009,0.057966912796369056,0.22584899947314435,0.21394891580766115
5,5.212996080175789,0.25491312440208597,0.05248571520172132,0.19500327331162054,0.057987555243452255,0.22584110587962236,0.21376922596149767
6,5.41199832084334,0.2548029215501386,0.05274907136606872,0.1949958193786187,0.05801070538948164,0.22584931380409382,0.21359216851159846
7,4.944860489657414,0.2546805861403685,0.05292908003974409,0.19501990624477325,0.05804144325774239,0.2259208948757867,0.21340808944158515
8,6.186830114470701,0.2545534293359492,0.05311033009123463,0.1950594624593275,0.05807514901854868,0.2260027739132482,0.21319885518169182
9,5.905408892635196,0.25442204367989874,0.05324282914166661,0.19509375682058733,0.05811088391866085,0.22612989148923263,0.2130005949499538
10,5.623209216105949,0.2542756989328328,0.05331021888228162,0.19516238242287098,0.058150342133373716,0.22631881823107566,0.21278253939756514
11,6.214848675498934,0.25412631655331086,0.05336398303881737,0.1952253749562885,0.05819969855198943,0.226521424073681,0.2125632028259129
12,5.7437511325326245,0.25398473976106767,0.05338232251487234,0.19530153800640326,0.058253023239472,0.22672363315456084,0.21235474332362395
13,6.1004275278097095,0.25383818234703726,0.05337218801909041,0.19538156414133842,0.058310991476665866,0.22696507702905303,0.212131996986815
14,6.661670951911444,0.25366839785529244,0.05332422985216447,0.19549129285838512,0.058364625449457794,0.2272726622065015,0.21187879177819868
15,4.874766924285784,0.2535469508904405,0.05328102830012037,0.19556951608858095,0.05841499985658101,0.22749399902530212,0.21169350583897503
16,4.752867371744128,0.2534210853653649,0.05322131121323409,0.19565071749567758,0.05846514067954601,0.22773387180675078,0.21150787343942673
17,4.91681160092646,0.2533004555978711,0.053160025233927904,0.19572555302950084,0.058516358307432924,0.22796661782784947,0.21133099000341785
18,5.398916152658604,0.2531562001572626,0.05306309392733662,0.19583140762690643,0.058564206421383484,0.22826405329734664,0.21112103856976433
19,6.452574222646361,0.25302040652084057,0.05296432388770627,0.19592339313668278,0.058630844816631666,0.2285532035560384,0.21090782808210043
20,6.224130639291247,0.25287077546939146,0.05283529656540514,0.19604765185300838,0.058694323188200365,0.2288754422327647,0.21067651069122997
21,4.704121583225431,0.2527429076281375,0.05273123756180432,0.1961474204056107,0.05874439465879409,0.22913994896029918,0.21049409078535425
22,7.010715243402566,0.2525598921372894,0.052551780273789934,0.19630282978199576,0.058807744051049216,0.22955567460466475,0.21022207915121088
23,5.959891084951819,0.25241776199326943,0.052407902944926095,0.19642057257296922,0.05887279928372512,0.2298790095967345,0.2100019536083757
24,5.553361010748122,0.2522695078922294,0.052259632015035175,0.1965429101448333,0.05893572478966642,0.23020660644641103,0.2097856187118247
25,5.318471383714935,0.252127229826472,0.0521229412471986,0.19665999820890365,0.05899639783340611,0.23050629194906397,0.20958714093495567
26,5.662599242837742,0.2519562180186532,0.05194243843907818,0.19681713568328119,0.05905298116594825,0.23088479316010982,0.20934643353292945
27,6.383694667976145,0.25181079416689134,0.05177452643194474,0.1969440642205925,0.05911966697545059,0.2312313211656089,0.2091196270395119
28,5.735337453792683,0.2516592623467184,0.051606618546481985,0.19707275069510696,0.059181358971713165,0.23158144483500057,0.20889856460497883
29,4.959537635665192,0.2515323516446041,0.051464790378022506,0.1971778957687796,0.05923029281954473,0.23188569991594302,0.2087089694731061
30,3.975975203711193,0.25142726863057674,0.051347457746614616,0.19726684823841087,0.059270991520874276,0.23213871628747446,0.20854871757604904
31,5.597684610555109,0.2512766100234424,0.051164243019027535,0.1973953554544253,0.05932292039840418,0.23252095435213663,0.208319916752564
32,6.140005008185527,0.2511174148453719,0.050966389720246204,0.19753744493328107,0.059376572152183296,0.23292498518892737,0.20807719315999018
33,5.415025669856819,0.25096889441110476,0.050782182355841206,0.19767036047416026,0.05942912619822761,0.2332982764343927,0.2078511601262735
34,5.236185549947107,0.25081797037792375,0.050606168998829804,0.1978033994212662,0.0594759083091437,0.23366156814369043,0.20763498474914602
35,5.020417361952303,0.25069010047231133,0.050454601233626856,0.1979045961201306,0.05953524055737472,0.23397063922093442,0.20744482239562212
36,4.807222051547938,0.25055485896638363,0.050300849626608496,0.1980142558035968,0.05957982593857813,0.23429658353435437,0.20725362613047868
37,7.409015053335821,0.25036677504964655,0.050055092642694254,0.1981830560671743,0.059647725103185334,0.23477896216813998,0.20696838896915953
38,3.263708187515449,0.2502629258039024,0.05,0.19826088238351913,0.059684368939969784,0.23501288869719258,0.20682885409469354
39,4.6384319883767064,0.2501305647698185,0.05,0.19836989912117475,0.05971698641424104,0.23530669939915402,0.20663474019542544
40,4.146626750711976,0.24998842636928145,0.05,0.1984454723460891,0.059732548855976,0.23555440231016456,0.20643977757698784
41,4.261199722656378,0.2498390535458111,0.05,0.19852488474901178,0.05974596456040506,0.23581995907527922,0.20623796476024112
42,4.317148502914156,0.24970082179669514,0.05,0.19858857629960722,0.05976046479045122,0.23606036252165877,0.20604707208326395
43,4.953513511929936,0.24956231142628366,0.05,0.1986744483172076,0.059768851152614696,0.23633318222896116,0.2058373619382182
44,5.842217896447179,0.2494033113914072,0.05,0.19877222137843673,0.05978673928528318,0.23664227275411057,0.2055996279499137
45,6.432135485995575,0.249217486361503,0.05,0.19887816067932856,0.05979853956921135,0.23701844320128462,0.20532678502788862
46,6.2024967115309275,0.24901183985910932,0.05,0.19898136816036813,0.05980494503448801,0.23741629607662199,0.20503965504303967
47,7.120844134890978,0.2487984219876185,0.05,0.19909524172234508,0.059820732528879116,0.23782710813095048,0.20473260324021153
48,4.931741871602401,0.24860298576561754,0.05,0.19915311032147284,0.059821542081864416,0.2381510210331097,0.20448590791986698
49,5.025357403378075,0.2484622682002974,0.05,0.1991996749990198,0.05983864440776884,0.2383860685230961,0.2042836697925367
50,4.530300577870744,0.2483130550558733,0.05,0.19927358011350943,0.05985721129058871,0.23864820509883475,0.20407997305561965
51,5.7695472591297285,0.2481313282457227,0.05,0.19936998546027826,0.05987355965968687,0.23901959229530825,0.20382689226370523
52,5.448405164047484,0.24794924726162113,0.05,0.19945488287414062,0.059896383593004685,0.23934197002401747,0.2035764487883352
53,5.3627692736525665,0.24777817006711067,0.05,0.19954298722767597,0.059903656470830895,0.23965879535903764,0.20333074206047652
54,5.045703603771528,0.2476189007940725,0.05,0.19961584118720935,0.05991715703134423,0.2399309199100689,0.203108369107618
55,4.285731240946524,0.24746507785240052,0.05,0.19968270700783503,0.059918926351725764,0.24020373831961886,0.2029034540957434
56,6.701477876500896,0.24727590506445263,0.05,0.1998059461844945,0.05993693827136784,0.2405968258561453,0.20262836750861632
57,5.589394827950932,0.24710424968740688,0.05,0.19989290776465798,0.05994238464382756,0.24089776413728517,0.20238007767959942
58,5.235113313170767,0.2469431819113834,0.05,0.19996769518501725,0.059949511304982814,0.2411829951179146,0.20215295456720342
59,6.345433429423547,0.24672892112197659,0.05,0.2001026114852263,0.05994848408081651,0.241637332468606,0.20185241996130052
60,5.397296290188157,0.24655757288987334,0.05,0.20017313059339453,0.059954741163817375,0.24191829593390302,0.2016090338266941
61,5.323480298974754,0.24637888966041008,0.05,0.20026169353879103,0.05996053453177884,0.24223970697046243,0.20136883909265788
62,6.994590284601793,0.24617096571107352,0.05,0.20038781013643306,0.05997526802647665,0.24268201471154494,0.20106113336432685
63,4.6422216973458195,0.2459979196247141,0.05,0.20044436031401963,0.05997298581074134,0.24293892374901913,0.20083829701513323
64,5.971102458662729,0.2458196553958113,0.05,0.20053438412963412,0.059995373906547494,0.24328133529684445,0.20058861353712443
65,5.41505963391603,0.2456543320827917,0.05,0.2006168181805055,0.06000605511134906,0.24357171390403645,0.20035472767572654
66,4.307618186170183,0.24551686621009994,0.05,0.20067570570531548,0.06001813009101865,0.24378687764743495,0.20016349671125527
67,6.268769531250587,0.2453357691293978,0.05,0.20078915353985635,0.060047455344395734,0.2441585913752794,0.1999011938598323
68,5.794724523742705,0.24514273459073044,0.05,0.20088901656109293,0.0600537184670514,0.24453161504618504,0.1996270209460421
69,5.610088466054312,0.24495145091954196,0.05,0.2009826408598616,0.06005202075061012,0.24489615007703408,0.1993573796887804
70,4.459755378909013,0.24478987963444795,0.05,0.20105906998350595,0.06005351206163263,0.2451505816798756,0.19913720705303872
71,5.183744425390461,0.24462511043185206,0.05,0.20115079934011587,0.060063138423847674,0.24545023882638625,0.19890902087399126
72,4.803609665232391,0.2444951762232418,0.05,0.20120001420687927,0.06008794405370647,0.24565265248097218,0.19872170608933803
73,5.814324020326146,0.24433814434012724,0.05,0.20129086620748315,0.060117182119438485,0.2459741742427296,0.19848577597041853
